"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"SPGF1","2012-01-28T11:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","301","8","16",,,,,"10192",,,"0","235",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T11:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"6","3",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T11:20:00","29.49","-74.11",,,"1","3","2","5",,,,"3",,,,,,,,,,"10198",,,"3",,,,,,,"218",,,,,,,,,,,,,,"242","94","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T11:20:00","22.86","-72.40",,,"1","3","2","5",,,,"3",,,,,,,,,,"10204",,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","22","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NCWR","2012-01-28T11:33:00","29.20","-79.20",,,"1","5","2","0","8","3",,"1",,"5","239","4","14","0","90",,,"10177",,,"0","177","0","172","1","9",,,"7",,,,,,,,,,,,,"242","99","708","109","0","0",,"1","F11112","111AA1111A1AAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T11:37:00","27.06","-75.06",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T11:40:00","27.26","-75.40",,,"1","3","2","5",,,,"3",,,,,,,,,,"10204",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T11:40:00","22.57","-70.23",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T11:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","282","8","50",,,,,"10194",,,"0","213",,,,,,"229",,,,,,,,,"6","3",,,,"242","88","883","121","6","1","0","1","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T11:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5","163","8","51",,,,,"10224",,,"0","227",,,,,,"238",,,,,,,,"17","6","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T11:54:00","25.36","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"250",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T11:54:00","28.37","-76.30",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"233",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T11:55:00","27.05","-75.07",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T11:58:00","22.57","-70.23",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T12:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","280","1","50",,,,,"10194",,,"9","213",,,,,"1","229",,,,,,,,,,,,,,"242","88","700","146","6","0",,"1","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T12:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","160","1","50",,,,,"10224",,,"9","227",,,,,"1","238",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A8IN7","2012-01-28T12:00:00","23.80","-74.60",,,"1","6","0","0","4","4",,"1","NL","0","90","4","15","0","98","3","2","10200","3","10","0","240","0","210","1","194","7","260","5","3","4","0","4","4","4",,"8","3",,,,"242","34","926","112","5","1","0","2","111111","111111111111A1",,,"4","1","8","1","2","0",,,,,,,,,,,,"4",,,"3","11111111111191111110","7",,,,,,,
"C6FN2","2012-01-28T12:00:00","25.50","-77.30",,,"1","6","0","0","8","3",,"1",,"0","360","4","51",,"97",,,"10190","0","0","0","230","0","220",,"216","1","240","4","4","8",,"7","8","3",,"2","1",,"2","1","242","57","992","114","5","1","2","2","111111","111AA111111171",,,,,,"1",,,,"2","1",,,,,,,,,"4",,,,,,,,,,,,
"C6FN4","2012-01-28T12:00:00","25.30","-79.80",,,"1","6","0","0","7","4",,"1",,"0","150","4","51",,,,"2","10200","4","0","0","250","0","220",,"207","3","260","5","5","8",,"7","9","8",,"0","0","18","0","0","242","59","992","114","5","1","2","1","111111","11AA1111111111",,,,,,"1","2",,"38","0","0",,,,,,,,,"4",,,,,,,,,,,,
"DDBB2","2012-01-28T12:00:00","21.70","-76.70",,,"1","6","0","0","7","3",,"1","DE","0","110","4","57","0","97","3","2","10180","2","20","0","240","0","230","1","225",,,"6","4","7",,,"3","0",,"4","1","11","8","2","242","16","926","112","5","1","1","2","F11111","111111111A1111",,,"4","1","8","1","2","0",,,,,,,,,,,,"4",,,"6","91111111151111111111","5",,,,,,,
"KS007","2012-01-28T12:00:00","26.70","-80.00",,,"1","4","0","0","0","0",,"1",,,,,,,,,,"10160",,,"0","200",,,,,,,,,,,"A",,,,,,,,,"241","60","992","114","5","1","2","1","F1FF1F","1AAAA11AAA8AAA",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"PJKV","2012-01-28T12:00:00","21.80","-70.50",,,"1","6","0","0","1","4","1","1","GB","0","110","3","103","0","98","2","0","10204","3","26","0","250","0","210","1","188","3","280","3","3","1","0","4","2","1",,"4","2","9","8","3","242","10","926","112","5","1","0","2","111111","11111111111111",,,"4","1","8","1","0","0",,,,,,,,,,,,"4",,,"9","11111111111119111111","5","32","32","19","9","2","41","154"
"SPGF1","2012-01-28T12:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","39","8","36",,,,,"10199",,,"0","226",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"1","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T12:10:00","22.86","-72.40",,,"1","3","2","5",,,,"3",,,,,,,,,,"10213",,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T12:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","273","8","47",,,,,"10197",,,"0","213",,,,,,"229",,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T12:20:00","29.48","-74.11",,,"1","3","2","5",,,,"3",,,,,,,,,,"10204",,,"3",,,,,,,"218",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NCWR","2012-01-28T12:33:00","29.60","-79.30",,,"1","5","2","0","7","4",,"1",,"5","220","4","17","0","90",,,"10177",,,"0","188","0","166","1","22",,,"8","0",,,,,,,,,,,,"242","99","708","109","0","0",,"2","F11112","111AA1111A1AAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T12:34:00","22.57","-70.23",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T12:40:00","27.24","-75.41",,,"1","3","2","5",,,,"3",,,,,,,,,,"10208",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T12:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T12:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"17","6","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T13:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","260","1","50",,,,,"10197",,,"9","214",,,,,"1","229",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T13:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","190","1","50",,,,,"10229",,,"9","238",,,,,"1","238",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KCGH","2012-01-28T13:00:00","28.70","-78.50",,,"1","6","0","0","3","5",,"1",,"0","250","3","67",,"97","80","6","10164","2","26","3","222","0","183",,"160","1","217","8","8","6",,"7","A","A",,"3","2","12","9","3","242","88","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","6",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-28T13:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","52","8","34",,,,,"10203",,,"0","229",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T13:13:00","27.05","-75.07",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T13:14:00","22.57","-70.23",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T13:17:00","28.38","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"233",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T13:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T13:20:00","29.48","-74.11",,,"1","3","2","5",,,,"3",,,,,,,,,,"10209",,,"3",,,,,,,"218",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T13:20:00","22.60","-70.22",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T13:20:00","22.86","-72.40",,,"1","3","2","5",,,,"3",,,,,,,,,,"10218",,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T13:21:00","27.03","-75.06",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T13:22:00","25.38","-73.63",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"250",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T13:26:00","28.38","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T13:28:00","27.03","-75.05",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NCWR","2012-01-28T13:33:00","29.80","-79.60",,,"1","5","2","0","7","5",,"1",,"5","289","4","5","0","90",,,"10184",,,"0","194","0","177","1","17",,,"8","0",,,,,,,,,,,,"242","99","708","109","0","0",,"2","F11112","111AA1111A1AAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NDLM","2012-01-28T13:33:00","29.50","-79.50",,,"1","5","2","0","5","4",,"1",,"5","250","4","6","0","90",,,"10186",,,"0","194","0","161","1","144","9","211","2",,,"0","A",,,,"0","0",,,,"242","99","708","109","0","0",,"2","111111","111AA1111111AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T13:36:00","25.38","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"250",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T13:38:00","22.60","-70.22",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T13:40:00","27.22","-75.41",,,"1","3","2","5",,,,"3",,,,,,,,,,"10212",,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T13:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T13:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,"16","6","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T14:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","250","1","50",,,,,"10199",,,"9","216",,,,,"1","228",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T14:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","180","1","60",,,,,"10231",,,"9","237",,,,,"1","237",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPGF1","2012-01-28T14:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","47","8","28",,,,,"10209",,,"0","229",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T14:10:00","22.87","-72.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10226",,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T14:16:00","22.59","-70.24",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T14:17:00","25.38","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"250",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T14:17:00","28.37","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"233",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T14:17:00","27.03","-75.06",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T14:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T14:20:00","29.47","-74.11",,,"1","3","2","5",,,,"3",,,,,,,,,,"10212",,,"3",,,,,,,"218",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NDLM","2012-01-28T14:33:00","29.90","-79.50",,,"1","5","2","0","7","3",,"1",,"5","250","4","8","0","90",,,"10193",,,"0","250","0","205","1","183","9","255","4",,,"0","A",,,,"0","0",,,,"242","99","708","109","0","0",,"2","111111","111AA1111111AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T14:40:00","27.20","-75.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10217",,,"3",,,,,,,"229",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T14:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","259","8","69",,,,,"10204",,,"0","218",,,,,,"229",,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T14:50:00","27.50","-71.50",,,"1","3","2","0",,,,"3",,"5","183","8","70",,,,,"10235",,,"0","236",,,,,,"238",,,,,,,,"10","10","3",,,,"242","71","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41611","2012-01-28T14:54:00","27.03","-75.06",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"228",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31781","2012-01-28T14:56:00","25.38","-73.62",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"250",,,,,,,,,,,,,,"242","53","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31982","2012-01-28T14:56:00","28.37","-76.32",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"234",,,,,,,,,,,,,,"242","86","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41974","2012-01-28T14:57:00","22.59","-70.24",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"256",,,,,,,,,,,,,,"242","20","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T15:00:00","28.90","-78.50",,,"1","4","0","0","0","0",,"3",,"0","260","1","70",,,,,"10204",,,"9","218",,,,,"1","229",,,,,,,,,,,,,,"242","88","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41047","2012-01-28T15:00:00","27.50","-71.50",,,"1","4","0","0","0","0",,"3",,"0","180","1","70",,,,,"10235",,,"9","236",,,,,"1","238",,,,,,,,,,,,,,"242","71","700","146","6","0",,"2","11111F","11AAA11AA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"H3GR","2012-01-28T15:00:00","25.70","-77.50",,,"1","6","0","0","7","2",,"1",,"0","180","3","46",,"98","2","2","10200","2","10","3","240","1","220",,"210","3","220","6","4","2",,"3","9","3",,"2","1","13","10","2","242","57","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"KS007","2012-01-28T15:00:00","26.70","-80.00",,,"1","4","0","0","0","0",,"1",,,,,,,,,,"10175",,,"0","217",,,,,,,,,,,"A",,,,,,,,,"241","60","992","114","5","1","2","2","F1FF1F","1AAAA11AAA8AAA",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"SPGF1","2012-01-28T15:00:00","26.70","-79.00",,,"1","3","2","0",,,,"5",,"5","36","8","48",,,,,"10214",,,"0","223",,,,,,,,,,,,,,,,,,,,"242","69","883","121","13","0",,"2","F1111F","11AAA11AAAAAAA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WPGK","2012-01-28T15:00:00","28.00","-77.80",,,"1","6","0","0","3","4",,"1",,"0","10","4","36",,"98","2","2","10194","2","10","3","239","0","211",,"200","1","239","6","6","4",,"4","A","8",,"1","1","31","3","3","242","87","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"41010","2012-01-28T15:20:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5","262","8","84",,,,,"10204",,,"0","218",,,,,,"229",,,,,,,,,"7","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41933","2012-01-28T15:20:00","29.47","-74.11",,,"1","3","2","5",,,,"3",,,,,,,,,,"10219",,,"3",,,,,,,"220",,,,,,,,,,,,,,"242","94","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41979","2012-01-28T15:20:00","22.87","-72.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10227",,,"3",,,,,,,"252",,,,,,,,,,,,,,"242","22","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41955","2012-01-28T15:40:00","27.20","-75.42",,,"1","3","2","5",,,,"3",,,,,,,,,,"10219",,,"3",,,,,,,"230",,,,,,,,,,,,,,"242","75","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41010","2012-01-28T15:50:00","28.90","-78.50",,,"1","3","2","0",,,,"3",,"5",,"8",,,,,,,,,"0",,,,,,,,,,,,,,,,"8","3",,,,"242","88","883","121","6","1","0","2","11111F","11AAA11AA1A1AA",,"31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
